<|im_start|>system
You are a retrieval engine. The user will provide a long archive. Answer only the exact passkey requested. Do not explain.
<|im_end|>
<|im_start|>user
Task: find the single secret code in the archive. The code is written on a line beginning with NEEDLE_CODE.
At the end, answer only the exact code value, with no extra words.
ARCHIVE BEGIN
Archive record 00000: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 04582: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 04583: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 04584: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 04585: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 04586: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 04587: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 04588: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 04589: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 04590: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 04591: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
